index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales predictions
166842,131,0,1/6/2014,846,1,1,0,1,9173.26
86177,924,4,1/30/2015,330,1,1,0,0,2974.79
624453,301,0,3/24/2014,592,1,0,0,0,4898.62
352779,406,3,1/24/2013,342,1,1,0,0,4710.98
184973,523,0,10/6/2014,1669,1,1,0,0,14806.37
114367,114,6,10/13/2013,0,0,0,0,0,0
303908,461,3,6/25/2015,378,1,0,0,0,3295.74
340952,896,0,2/17/2014,1170,1,1,0,0,8602.17
184411,886,6,7/27/2014,0,0,0,0,0,0
24723,35,5,4/18/2015,721,1,0,0,0,7991.6
310768,916,2,10/1/2014,772,1,1,0,0,6534.61
645364,500,4,1/31/2014,415,1,0,0,0,5455.02
579240,379,1,10/21/2014,453,1,1,0,0,5311.98
341831,281,1,5/21/2013,510,1,0,0,0,4896.19
73155,398,1,1/22/2013,625,1,1,0,0,6474.3575
155662,905,6,5/26/2013,0,0,0,0,0,0
14307,556,2,1/23/2013,688,1,1,0,0,5482.435
25205,804,2,7/29/2015,488,1,1,0,0,5711.24
492743,822,0,8/26/2013,873,1,1,0,0,11236.2
86519,681,6,10/27/2013,0,0,0,0,0,0
23051,703,1,4/7/2015,360,1,0,0,1,3085.23
163119,534,4,5/29/2015,535,1,0,0,1,4793.2
27317,127,0,9/30/2013,702,1,0,0,0,6377.56
378582,506,0,6/3/2013,1212,1,1,0,0,13096.41
100428,473,2,2/6/2013,606,1,1,0,0,5547.83
5318,463,3,4/16/2015,952,1,1,0,0,7565.47
426019,617,3,3/6/2014,628,1,1,0,0,6914.84
543812,50,4,1/4/2013,330,1,0,0,1,3639.44
152411,788,5,8/10/2013,1369,1,0,0,0,14927.31
169524,80,3,11/7/2013,573,1,1,0,0,7073.445
591163,733,5,12/14/2013,3876,1,0,0,0,18037.87
28188,1061,3,5/22/2014,549,1,1,0,0,7395.18
134134,103,4,5/10/2013,0,0,0,0,1,0
533569,894,2,2/12/2014,945,1,0,0,0,6545.57
652552,1080,6,5/11/2014,0,0,0,0,0,0
687963,604,2,2/4/2015,573,1,1,0,0,7743.653333333334
7601,218,1,2/3/2015,866,1,1,0,0,7312.59
238022,214,2,6/26/2013,523,1,0,0,0,6218.57
342678,631,3,2/6/2014,649,1,1,0,0,5659.89
23845,598,0,6/23/2014,753,1,0,0,0,5784.92
280035,616,2,1/15/2014,682,1,0,0,0,6234.92
509556,535,6,7/12/2015,0,0,0,0,0,0
551902,808,6,3/23/2014,0,0,0,0,0,0
174120,12,6,5/31/2015,0,0,0,0,0,0
217917,615,3,8/15/2013,1177,1,1,0,1,9775.98
12226,485,1,9/17/2013,391,1,0,0,0,4248.6
327792,2,6,8/4/2013,0,0,0,0,0,0
606252,225,0,7/22/2013,539,1,0,0,1,4554.94
686227,1066,2,8/28/2013,1000,1,1,0,1,9550.23
281047,385,6,2/10/2013,0,0,0,0,0,0
317261,701,4,5/8/2015,672,1,1,0,0,6709.35
100258,1020,0,7/27/2015,1060,1,1,0,1,13509.5
590402,448,4,2/7/2014,812,1,1,0,0,8530.3
135442,54,4,3/29/2013,0,0,1,1,1,0
377886,895,1,1/6/2015,0,0,1,1,0,0
302574,150,1,2/18/2014,767,1,1,0,0,8173.63
646849,224,2,12/11/2013,426,1,0,0,0,5435.7
291162,1064,2,2/6/2013,1231,1,1,0,0,11113.63
483645,796,4,8/29/2014,696,1,0,0,0,6482.02
597952,1095,1,4/30/2013,872,1,1,0,0,7508.59
366482,502,3,11/6/2014,1630,1,1,0,0,11844.108
132269,74,1,2/12/2013,851,1,0,0,0,5710.89
103025,948,2,7/15/2015,2118,1,1,0,0,10371.82
693442,520,5,6/28/2014,351,1,0,0,0,3158.42
196214,451,2,6/3/2015,572,1,1,0,0,6709.9
209966,228,4,5/2/2014,764,1,1,0,0,10258.6
437043,757,1,2/17/2015,547,1,1,0,0,6322.58
593337,635,0,2/16/2015,859,1,1,0,0,9360.33
498240,700,2,4/8/2015,517,1,0,0,1,4184.87
255378,147,5,2/22/2014,898,1,0,0,0,7998.430000000001
583658,944,6,3/1/2015,0,0,0,0,0,0
375600,245,6,8/24/2014,0,0,0,0,1,0
707425,134,1,7/8/2014,469,1,0,0,0,4531.2
278841,627,3,4/17/2014,781,1,1,0,1,8151.14
452246,413,4,11/29/2013,1015,1,0,0,0,11235.98
630996,713,0,1/6/2014,1518,1,1,0,1,13802.56
409069,574,1,3/19/2013,724,1,1,0,0,9978.02
414352,241,5,10/11/2014,765,1,0,0,0,6403.38
391825,158,6,3/23/2014,0,0,0,0,0,0
591209,608,2,2/6/2013,1044,1,1,0,1,9466.85
691502,417,4,1/2/2015,665,1,0,0,1,5683.21
271416,962,2,8/20/2014,946,1,1,0,0,7229.25
685569,973,3,7/4/2013,824,1,1,0,0,6404.34
511845,363,0,7/6/2015,1083,1,0,0,0,8778.36
248165,985,1,9/23/2014,670,1,0,0,0,6201.387
120890,544,3,3/28/2013,2783,1,1,0,0,22795.82
641120,82,0,2/24/2014,808,1,0,0,0,7458.22
417972,415,0,7/27/2015,632,1,1,0,1,7866.56
708923,114,5,3/28/2015,610,1,0,0,0,5047.32
343057,817,1,4/29/2014,3537,1,1,0,0,26008.56
232538,693,4,8/2/2013,578,1,1,0,1,7615.89
706971,159,3,1/9/2014,793,1,1,0,0,9045.52
497857,1088,2,5/14/2014,419,1,0,0,0,4001.19
704864,482,5,5/10/2014,1134,1,0,0,0,9806.12
56150,179,3,3/27/2014,695,1,0,0,0,4987.91
584560,766,4,4/19/2013,487,1,0,0,0,4937.55
184203,810,4,7/19/2013,574,1,1,0,1,6863.76
11218,987,6,5/5/2013,0,0,0,0,0,0
146580,870,6,8/18/2013,0,0,0,0,0,0
7200,883,4,8/30/2013,528,1,1,0,1,4999.9
703221,331,1,4/7/2015,876,1,0,0,1,6728.85
389341,357,6,7/20/2014,0,0,0,0,0,0
126177,1036,5,8/3/2013,530,1,0,0,0,5598.17
82377,12,1,3/11/2014,780,1,0,0,0,5589.038285714286
202240,631,0,12/23/2013,1147,1,0,0,1,9569.46
87950,423,2,9/25/2013,1927,1,1,0,0,11215.88
37517,448,1,4/2/2013,822,1,0,0,1,7241.87
15950,888,1,2/12/2013,591,1,0,0,0,5718.94
67961,958,0,5/5/2014,682,1,1,0,0,6031.45
95815,349,3,1/24/2013,0,0,1,0,0,0
300392,970,1,7/14/2015,458,1,1,0,0,4527.413333333334
148357,122,0,3/3/2014,988,1,1,0,0,10019.38
1141,572,0,2/23/2015,529,1,0,0,0,5520.75
334615,698,3,1/16/2014,1646,1,0,0,0,12266.45
670598,41,5,6/28/2014,418,1,0,0,0,5412.43
115717,815,2,1/16/2013,698,1,0,0,0,5989.83
188584,555,6,2/1/2015,0,0,0,0,0,0
545729,121,6,10/5/2014,0,0,0,0,0,0
231625,285,2,2/13/2013,367,1,0,0,0,3708.34
644266,852,4,8/15/2014,459,1,0,0,1,3989.68
379074,620,3,4/30/2015,946,1,1,0,0,9992.6
669299,1021,0,9/23/2013,1172,1,1,0,0,10331.03
182234,88,4,5/16/2014,603,1,0,0,0,6150.24
71822,1086,5,5/9/2015,539,1,0,0,0,5039.55
683251,705,4,9/20/2013,813,1,0,0,0,6948.3
312168,1059,6,6/15/2014,0,0,0,0,0,0
588632,679,5,4/13/2013,812,1,0,0,0,7493.84
13091,468,0,6/1/2015,590,1,1,0,0,6336.57
40076,178,3,7/23/2015,864,1,0,0,1,7450.13
320246,75,1,1/20/2015,496,1,0,0,0,4129.5
306986,185,1,7/30/2013,591,1,1,0,1,7772.5
476414,403,3,7/25/2013,661,1,0,0,1,6037.74
12892,652,6,7/12/2015,0,0,0,0,0,0
627723,774,6,5/18/2014,0,0,0,0,0,0
556095,737,6,7/7/2013,0,0,0,0,0,0
326231,562,2,12/11/2013,3241,1,0,0,0,18687.37
331065,392,4,6/28/2013,625,1,0,0,0,6375.36
627164,375,2,7/30/2014,830,1,1,0,1,9732.39
501125,726,6,6/29/2014,0,0,0,0,0,0
437243,827,2,1/7/2015,1241,1,1,0,0,9916.12
638815,905,2,11/12/2014,1049,1,1,0,0,7172.67
449262,681,1,2/5/2013,390,1,1,0,0,3106.9
80542,880,1,3/5/2013,857,1,1,0,0,8962.974
371457,300,3,4/9/2015,861,1,0,0,1,7059.92
291798,1003,6,3/1/2015,0,0,0,0,0,0
450428,24,0,8/12/2013,1110,1,1,0,1,12525.89
292952,776,3,2/20/2014,525,1,1,0,0,5087.03
210495,836,4,2/14/2014,722,1,0,0,0,5997.21
557129,837,0,11/3/2014,724,1,1,0,0,7313.46
215021,627,6,11/10/2013,0,0,0,0,0,0
395776,648,2,4/10/2013,676,1,1,0,0,7226.118333333334
669757,1113,0,3/23/2015,703,1,0,0,0,6120.98
34204,792,3,1/8/2015,709,1,1,0,0,8171.25
25283,816,6,10/5/2014,0,0,0,0,0,0
278861,681,6,11/24/2013,0,0,0,0,0,0
625705,585,5,1/3/2015,599,1,0,0,0,5436.51
661646,836,4,4/18/2014,0,0,1,1,1,0
400529,1078,2,9/3/2014,606,1,1,0,1,8037.16
29205,71,1,3/3/2015,801,1,1,0,0,9898.2
195205,217,3,1/8/2015,582,1,1,0,0,4688.4
116634,304,3,6/11/2015,1028,1,0,0,0,6026.08
162856,247,5,9/21/2013,562,1,0,0,0,5464.02
547620,679,0,7/13/2015,1319,1,1,0,0,12889.3
489816,523,5,5/25/2013,2365,1,0,0,0,21102.89
105087,725,1,7/9/2013,517,1,0,0,1,4849.12
466939,239,4,3/13/2015,469,1,0,0,0,4631.29
142261,727,3,3/20/2014,522,1,1,0,0,5168.064
533132,706,2,12/4/2013,543,1,1,0,0,6163.07
41518,9,0,7/8/2013,512,1,0,0,0,5323.56
72522,333,2,9/24/2014,1073,1,0,0,0,7696.43
409833,1073,6,6/21/2015,0,0,0,0,0,0
295273,888,5,3/7/2015,829,1,0,0,0,7562.39
576303,337,1,10/15/2013,264,1,0,0,1,2988.59
431165,952,0,7/6/2015,446,1,0,0,0,4837.11
179199,772,6,4/27/2014,0,0,0,0,0,0
81511,613,2,7/8/2015,892,1,0,0,0,5484.23
481229,997,5,3/16/2013,458,1,0,0,0,5172.62
272637,22,4,2/8/2013,633,1,1,0,0,6686.95
151450,939,4,11/1/2013,0,0,0,1,1,0
298783,237,3,3/12/2015,560,1,0,0,0,4338.43
502325,975,1,9/30/2014,322,1,1,0,0,3082.12
515635,989,5,9/28/2013,405,1,0,0,0,3714.0033333333336
680344,898,0,6/15/2015,1059,1,1,0,0,11623.32
587023,937,1,2/10/2015,485,1,0,0,0,5818.67
71415,1091,6,9/15/2013,0,0,0,0,0,0
363345,1031,1,5/27/2014,281,1,0,0,0,2894.92
277321,857,4,10/4/2013,981,1,0,0,0,8099.34
207971,388,3,5/21/2015,1200,1,1,0,0,11219.08
152327,881,4,8/16/2013,625,1,1,0,1,4502.95
493136,856,1,12/16/2014,1150,1,1,0,0,11461.27
569778,799,5,11/9/2013,914,1,0,0,0,9065.006666666666
698285,823,6,5/3/2015,0,0,0,0,0,0
270395,758,2,11/20/2013,727,1,1,0,0,6178.47
628945,792,5,1/11/2014,503,1,0,0,0,4714.72
679902,324,4,9/13/2013,792,1,1,0,0,6964.74
678810,384,1,2/5/2013,1161,1,1,0,0,10420.64
32219,571,1,5/6/2014,537,1,1,0,0,6912.66
648277,1067,1,7/2/2013,461,1,1,0,0,5806.27
170972,703,1,1/14/2014,335,1,0,0,0,2735.33
305735,1040,3,8/1/2013,978,1,1,0,1,8408.16
123066,913,6,12/29/2013,0,0,0,0,0,0
586246,483,1,4/30/2013,1070,1,1,0,0,9371.55
583855,350,6,3/22/2015,0,0,0,0,0,0
101230,874,2,10/22/2014,421,1,1,0,0,4487.06
395501,132,4,11/8/2013,614,1,1,0,0,6090.71
643261,1048,2,10/22/2014,516,1,1,0,1,6961.29
558941,499,2,11/5/2014,828,1,1,0,0,8070.41
436577,124,0,4/27/2015,615,1,1,0,0,6278.44
434107,611,5,3/30/2013,610,1,0,0,0,6258.88
387058,843,0,9/29/2014,1087,1,1,0,0,10073.5
503176,799,1,12/31/2013,656,1,0,0,1,5168.43
444214,415,5,1/12/2013,491,1,0,0,0,5435.87
117826,51,0,3/25/2013,557,1,1,0,1,8326.02
32449,672,0,12/1/2014,2035,1,1,0,0,15132.67
299013,57,5,4/11/2015,614,1,0,0,0,6186.79
339214,144,0,8/5/2013,823,1,0,0,1,7634.25
206959,627,6,6/15/2014,0,0,0,0,0,0
380274,76,4,3/20/2015,931,1,1,0,0,9214.42
201630,961,2,12/3/2014,732,1,1,0,0,7650.75
512982,653,3,3/20/2014,471,1,1,0,0,5722.54
290762,54,2,12/11/2013,717,1,0,0,0,7357.1500000000015
287295,302,5,4/27/2013,360,1,0,0,0,3851.3
237101,471,0,6/16/2014,648,1,1,0,1,8016.43
356088,489,3,1/8/2015,813,1,1,0,0,9011.47
485363,525,6,7/5/2015,0,0,0,0,0,0
438919,55,5,1/26/2013,421,1,0,0,0,3498.7
601916,959,5,9/21/2013,430,1,0,0,0,4042.56
524202,169,3,12/11/2014,522,1,0,0,0,4881.19
367870,40,1,11/26/2013,805,1,0,0,0,6757.085
100924,628,6,11/10/2013,0,0,0,0,0,0
528326,782,4,3/15/2013,476,1,0,0,0,4593.95
239117,240,1,2/11/2014,422,1,0,0,0,4095.96
376317,1034,4,9/5/2014,802,1,1,0,0,6836.86
50895,1072,6,4/19/2015,0,0,0,0,0,0
283222,1042,4,5/29/2015,646,1,0,0,0,5790.2
257906,872,1,5/7/2013,860,1,0,0,0,7442.17
453619,2,2,11/20/2013,690,1,1,0,0,6071.55
547058,867,5,3/21/2015,438,1,0,0,0,4221.76
545810,11,4,3/8/2013,1124,1,1,0,0,7858.95
549026,672,3,3/26/2015,1048,1,0,0,0,6026.64
709000,173,3,12/25/2014,0,0,0,1,1,0
503940,548,3,2/13/2014,293,1,0,0,0,3219.41
487344,843,5,12/20/2014,1499,1,0,0,0,11729.43
289760,48,1,11/11/2014,446,1,1,0,0,4427.31
234069,443,2,3/6/2013,515,1,1,0,0,5928.06
642237,201,2,5/15/2013,357,1,1,0,0,3614.41
584941,450,0,9/1/2014,1086,1,1,0,1,11649.86
80978,699,5,2/1/2014,986,1,0,0,0,9128.6595
444990,315,0,12/30/2013,605,1,0,0,1,5320.79
435140,1099,1,6/24/2014,948,1,0,0,0,6936.92
397631,21,2,2/11/2015,371,1,0,0,0,3355.15
190363,824,1,8/6/2013,703,1,0,0,0,5975.79
583295,488,6,8/18/2013,0,0,0,0,0,0
519496,688,1,4/29/2014,462,1,1,0,0,4796.97
627292,615,5,5/25/2013,1198,1,0,0,0,9216.4
607511,582,1,1/8/2013,1010,1,1,0,1,8829.87
404491,904,0,2/4/2013,582,1,1,0,0,6983.88
517820,844,1,3/19/2013,538,1,1,0,0,5448.56
460279,863,3,1/2/2014,1010,1,0,0,1,8036.668333333334
281574,875,6,9/28/2014,0,0,0,0,0,0
334834,891,5,9/27/2014,1185,1,0,0,0,8353.87
441722,440,5,12/6/2014,490,1,0,0,0,4874.57
709122,222,6,10/26/2014,0,0,0,0,0,0
47522,119,5,9/7/2013,497,1,0,0,0,4406.29
508920,1008,1,7/8/2014,554,1,0,0,0,3982.09
209984,239,3,3/6/2014,602,1,1,0,0,5546.21
493775,287,6,6/21/2015,0,0,0,0,0,0
2985,987,3,5/16/2013,930,1,1,0,0,7485.48
160949,790,3,5/21/2015,695,1,1,0,0,7893.74
133916,1055,1,10/8/2013,1066,1,1,0,1,9135.2575
310274,911,1,5/6/2014,942,1,1,0,0,10153.6
150984,14,6,9/15/2013,0,0,0,0,0,0
153440,353,5,1/12/2013,755,1,0,0,0,7712.08
430986,145,5,6/20/2015,940,1,0,0,0,6283.86
181652,439,4,2/8/2013,934,1,1,0,1,8023
50856,779,3,11/7/2013,828,1,1,0,0,7907.41
577725,990,0,7/14/2014,678,1,1,0,0,8429.08
411040,698,5,8/30/2014,1917,1,0,0,0,15168.95
541146,466,3,9/19/2013,655,1,0,0,0,5669.79
603311,188,2,7/9/2014,316,1,0,0,0,3227.115
578068,341,4,8/15/2014,580,1,0,0,1,5508.72
541534,197,5,2/16/2013,747,1,0,0,0,5712.36
614818,123,5,1/10/2015,416,1,0,0,0,3624.5633333333335
432023,921,3,6/27/2013,1064,1,0,0,0,8710.74
569954,546,3,9/5/2013,1557,1,0,0,0,12064.74
350612,848,6,3/29/2015,0,0,0,0,0,0
14555,839,3,7/17/2014,710,1,1,0,1,5986.48
532045,484,4,10/25/2013,825,1,1,0,0,7898.35
267682,72,2,5/15/2013,551,1,1,0,0,5221.943333333333
427152,718,0,6/15/2015,1068,1,1,0,0,10581.58
277921,415,4,2/28/2014,571,1,0,0,0,6176.56
156050,897,0,4/6/2015,0,0,0,1,1,0
685246,1010,0,5/25/2015,0,0,0,1,0,0
672171,308,1,2/4/2014,1114,1,1,0,0,11336.55
2824,815,6,1/13/2013,0,0,0,0,0,0
20705,858,6,1/12/2014,0,0,0,0,0,0
258340,822,2,7/1/2015,639,1,1,0,0,8024.13
272173,349,6,12/14/2014,0,0,0,0,0,0
364578,220,3,6/20/2013,611,1,1,0,0,5039.72
423286,1050,3,3/7/2013,528,1,1,0,0,7552.406999999999
413241,1059,2,1/16/2013,930,1,0,0,0,6081.96
273584,447,5,5/16/2015,546,1,0,0,0,5159.69
578236,376,2,2/25/2015,811,1,0,0,0,6495.57
129485,610,2,6/17/2015,545,1,1,0,0,4613.8
491416,263,6,1/26/2014,0,0,0,0,0,0
620550,941,6,6/16/2013,0,0,0,0,0,0
575373,265,3,2/20/2014,546,1,1,0,0,5242.56
171507,959,1,3/12/2013,650,1,0,0,0,5518.74
163525,403,2,4/10/2013,756,1,1,0,0,7933.38
112339,557,5,4/5/2014,700,1,0,0,0,4436.97
275452,648,5,1/12/2013,558,1,0,0,0,5807.13
5875,573,1,7/9/2013,281,1,0,0,0,3104.165
295378,77,6,3/23/2014,0,0,0,0,0,0
64724,353,2,3/4/2015,1598,1,1,0,0,6349.36
217678,529,2,6/26/2013,543,1,0,0,1,4429.07
227695,920,5,5/24/2014,605,1,0,0,0,6046.19
330357,176,6,3/31/2013,0,0,0,0,0,0
524475,863,3,7/24/2014,943,1,0,0,1,7165.2
549216,1058,6,2/15/2015,0,0,0,0,0,0
457654,609,6,1/4/2015,0,0,0,0,0,0
527909,637,3,2/19/2015,646,1,1,0,1,6847.163999999999
154241,144,3,5/16/2013,875,1,1,0,0,9299.93
259055,836,5,8/23/2014,273,1,0,0,0,2242.596
564079,378,5,3/8/2014,1057,1,0,0,0,6987.42
380044,803,2,3/6/2013,555,1,1,0,0,6990.59
261572,88,5,1/3/2015,214,1,0,0,0,1953.0566666666668
671146,1106,3,6/11/2015,553,1,0,0,0,4206.35
410967,766,5,2/23/2013,509,1,0,0,0,5437.45
307034,969,3,1/2/2014,471,1,0,0,1,3574.33
277681,1024,0,7/21/2014,700,1,0,0,1,5203.815
244415,169,3,4/9/2015,445,1,0,0,1,4065.58
572670,764,1,7/28/2015,454,1,1,0,1,4180.44
693999,226,6,6/16/2013,0,0,0,0,0,0
475408,764,5,9/21/2013,131,1,0,0,0,1092.42
417610,336,4,1/2/2015,1820,1,0,0,1,12302.14
415683,957,5,5/23/2015,550,1,0,0,0,5074.93
471305,35,2,6/18/2014,931,1,1,0,0,10141.56
58151,1032,4,12/13/2013,1155,1,0,0,0,10391.67
131154,838,1,3/24/2015,769,1,0,0,0,6649.58
157290,293,5,6/29/2013,673,1,0,0,0,5122.06
430092,425,2,9/3/2014,442,1,1,0,0,3273.79
228043,22,4,4/5/2013,527,1,0,0,1,4375.14
108929,478,0,11/24/2014,801,1,1,0,0,8042
66999,226,3,11/21/2013,684,1,1,0,0,7107.31
668576,316,1,12/2/2014,1032,1,1,0,0,12096.69
352574,869,5,1/10/2015,616,1,0,0,0,3919.84
450058,774,4,12/12/2014,642,1,0,0,0,6361.8
514752,977,3,3/21/2013,603,1,1,0,0,6044.39
466724,1107,5,6/15/2013,710,1,0,0,0,6289
255760,91,2,8/7/2013,512,1,0,0,1,4309.61
625882,9,6,9/14/2014,0,0,0,0,0,0
177297,754,3,12/4/2014,1253,1,1,0,0,12727.1
322628,49,6,7/14/2013,0,0,0,0,0,0
698470,424,5,5/9/2015,866,1,0,0,0,7781.55
82763,148,6,2/16/2014,0,0,0,0,0,0
708050,585,5,9/13/2014,609,1,0,0,0,4702.33
284748,561,6,7/5/2015,0,0,0,0,0,0
193011,226,6,6/9/2013,0,0,0,0,0,0
702687,787,4,12/26/2014,0,0,0,1,1,0
540963,448,3,5/30/2013,0,0,1,1,0,0
662182,177,0,6/10/2013,546,1,0,0,0,4244.27
595603,650,2,4/17/2013,573,1,0,0,0,5004.83
259067,82,5,9/6/2014,527,1,0,0,0,5214.684166666667
263105,955,1,7/30/2013,439,1,1,0,1,4598.1
611050,1114,3,4/4/2013,3139,1,0,0,0,19113.87
162197,313,6,6/8/2014,0,0,0,0,0,0
598419,752,5,8/2/2014,298,1,0,0,0,2949.22
601087,1103,0,11/4/2013,442,1,1,0,0,6266.02
228690,714,6,9/1/2013,0,0,0,0,0,0
488425,652,0,12/30/2013,883,1,0,0,1,9343.67
483720,1005,5,6/21/2014,898,1,0,0,0,6552.23
435509,85,2,1/8/2014,947,1,1,0,0,6930.4175
660304,624,0,2/18/2013,930,1,1,0,0,10522.125
598099,422,2,5/27/2015,485,1,0,0,0,4124.25
634596,1044,2,11/27/2013,877,1,0,0,0,6272.34
285290,693,2,3/6/2013,543,1,1,0,0,7494.73
665600,168,0,7/20/2015,811,1,0,0,0,7398.6
598550,326,1,7/22/2014,351,1,0,0,0,3977.09
72592,684,4,1/10/2014,673,1,1,0,0,8182.22
95224,801,0,10/7/2013,609,1,1,0,1,7218.78
268783,251,2,10/30/2013,2356,1,0,0,1,17265.12
52070,335,6,8/24/2014,1400,1,0,0,0,7728.7
430980,832,1,10/7/2014,549,1,1,0,0,6902.88
107583,1017,4,1/24/2014,1068,1,1,0,0,7845.55
387177,228,6,6/1/2014,0,0,0,0,0,0
569646,556,1,12/31/2013,588,1,0,0,1,5589.32
627971,577,0,2/24/2014,643,1,0,0,0,4810.42
260788,976,6,9/14/2014,0,0,0,0,0,0
296059,608,0,7/7/2014,968,1,0,0,0,8185.93
519777,471,4,1/4/2013,566,1,0,0,1,6174.87
32316,952,5,3/8/2014,529,1,0,0,0,5763.68
498838,1031,0,7/28/2014,522,1,1,0,1,6456.72
569933,213,6,6/16/2013,0,0,0,0,0,0
276985,304,6,3/29/2015,0,0,0,0,1,0
265624,830,0,10/7/2013,742,1,1,0,0,9034.28
68602,542,4,9/6/2013,439,1,0,0,1,4813.76
291317,578,1,6/2/2015,882,1,1,0,0,9292.83
487118,460,2,2/11/2015,224,1,0,0,1,2423.4066666666668
226871,684,0,4/14/2014,892,1,1,0,1,11012.76
110453,737,6,6/14/2015,0,0,0,0,0,0
46500,489,6,8/17/2014,0,0,0,0,0,0
59317,645,2,10/15/2014,1034,1,0,0,0,8311.71
40967,832,3,8/22/2013,435,1,0,0,0,4784.58
481915,423,1,5/13/2014,1731,1,0,0,0,9343.53
395515,600,1,12/10/2013,567,1,0,0,0,5569.44
581127,880,2,4/24/2013,765,1,1,0,0,7268.86
496263,799,6,7/7/2013,0,0,0,0,0,0
424269,324,4,1/2/2015,610,1,0,0,1,4853.7
705023,727,4,4/3/2015,0,0,1,1,1,0
341840,1096,4,9/12/2014,603,1,0,0,0,4511.71
128170,442,2,10/8/2014,438,1,1,0,0,4524.26
117624,751,4,7/26/2013,461,1,0,0,1,3967.23
278556,12,4,4/18/2014,0,0,1,1,1,0
209980,362,6,12/1/2013,0,0,0,0,0,0
704729,842,2,5/1/2013,0,0,1,1,0,0
249263,31,2,1/29/2014,474,1,0,0,0,4288.7
442642,748,2,5/14/2014,394,1,0,0,0,4153.75
292605,266,0,11/4/2013,650,1,1,0,0,6205.25
678328,1050,1,9/23/2014,390,1,0,0,0,4999.19
665166,758,0,12/30/2013,769,1,0,0,1,7344.3
242419,853,4,7/25/2014,960,1,0,0,0,7630.33
270472,992,2,9/10/2014,647,1,0,0,0,5133.05
30374,1107,2,7/31/2013,833,1,1,0,1,9335.17
239038,184,5,1/18/2014,489,1,0,0,0,5198.8705
260552,582,6,3/1/2015,0,0,0,0,0,0
138008,443,1,7/9/2013,403,1,0,0,0,3723.78
542282,854,3,5/30/2013,836,1,1,1,0,7940.63
520241,75,3,2/14/2013,588,1,0,0,0,5580.22
479892,755,3,4/24/2014,801,1,0,0,1,8073.086666666667
53799,1036,0,3/9/2015,389,1,0,0,0,3837.56
650043,1067,3,7/18/2013,567,1,1,0,0,6627.6
19287,767,1,8/6/2013,959,1,0,0,0,7612.36
215778,1043,6,6/2/2013,0,0,0,0,0,0
624307,506,4,4/4/2014,952,1,1,0,0,8632.82
333562,564,5,2/8/2014,513,1,0,0,0,5181.08
244796,722,0,8/11/2014,1593,1,0,0,1,9541.44
496721,177,4,1/9/2015,497,1,1,0,0,4579.52
622986,955,1,2/26/2013,289,1,0,0,0,2576.93
55795,668,3,11/14/2013,1018,1,0,0,0,7263.08
645018,213,0,7/29/2013,823,1,1,0,1,11588.62
431053,667,3,12/12/2013,775,1,0,0,0,7185.8
471634,67,5,3/22/2014,555,1,0,0,0,5481.15
166646,343,6,11/10/2013,0,0,0,0,0,0
567030,578,5,1/3/2015,742,1,0,0,0,7542.32
228461,613,0,3/3/2014,1183,1,1,0,0,9201.8
287387,3,6,6/22/2014,0,0,0,0,0,0
511319,823,3,3/26/2015,511,1,0,0,0,4583.69
115173,71,3,5/15/2014,654,1,0,0,0,6919.28
467295,243,3,4/23/2015,767,1,0,0,0,5188.92
474026,445,4,5/16/2014,1316,1,0,0,0,8334.99
285670,449,4,4/12/2013,1665,1,1,0,0,12654.18
272530,456,1,1/13/2015,1050,1,1,0,0,8468.74
49917,111,0,2/2/2015,662,1,1,0,0,7677.89
13954,986,4,1/3/2014,789,1,0,0,1,6250.81
61577,222,1,8/19/2014,594,1,1,0,1,6651.51
223360,1065,3,6/4/2015,0,0,1,1,1,0
711025,315,0,11/17/2014,491,1,0,0,0,4253.82
150719,616,0,1/21/2013,754,1,1,0,0,8776.41
356593,149,6,5/11/2014,0,0,0,0,0,0
664195,711,4,11/29/2013,530,1,0,0,0,6141.19
372132,164,3,3/20/2014,657,1,1,0,0,6599.83
223908,394,1,1/1/2013,0,0,0,1,1,0
60968,31,2,11/20/2013,552,1,1,0,0,6143.65
524403,565,1,1/7/2014,939,1,1,0,1,8629.37
286580,610,3,11/14/2013,458,1,0,0,0,3779.028285714286
513202,581,0,4/8/2013,854,1,1,0,0,9529.78
633904,777,5,3/1/2014,412,1,0,0,0,4686.65
345710,617,6,2/8/2015,0,0,0,0,0,0
283050,61,0,1/27/2014,520,1,0,0,0,4294.22
112821,17,3,10/30/2014,912,1,0,0,0,7184.14
505351,1026,2,10/15/2014,991,1,0,0,1,6997.29
209942,961,1,1/8/2013,696,1,1,0,0,6949.02
229088,535,4,4/24/2015,883,1,0,0,0,7653.14
650254,761,0,7/29/2013,1189,1,1,0,1,11666.72
136446,611,3,3/14/2013,437,1,0,0,0,4971.59
438422,51,0,7/15/2013,572,1,1,0,0,7923.96
407785,797,2,4/3/2013,338,1,0,0,1,3080.03
373818,897,3,6/4/2015,0,0,1,1,0,0
255592,420,6,1/26/2014,0,0,0,0,0,0
357598,1052,0,2/17/2014,1012,1,1,0,0,10811.73
594953,736,5,4/4/2015,631,1,0,0,0,5951.13
116929,951,3,7/4/2013,749,1,1,0,0,7878.85
305417,140,4,4/3/2015,0,0,1,1,1,0
252547,684,1,1/7/2014,877,1,1,0,0,9076.03
